"분류번호","측정소명","년/월/일","회차","경도","위도","채수시각","수심(m)","수온(℃)","DO(㎎/L)","BOD(㎎/L)","COD(㎎/L)","TN(㎎/L)","TP(㎎/L)","TOC(㎎/L)","SS(㎎/L)"
"3012A60","부여1","2024/03/18","3회차","126°53'32.8""","36°16'32.6""","10:28","","11.2","11.7","1.0","4.6","2.463","0.021","2.7","8.2"
"3012A70","부여2","2024/03/18","3회차","126°56'56.1""","36°14'39.1""","10:48","","12.2","13.2","1.5","4.8","2.491","0.030","2.8","5.5"
"3012A80","성동","2024/03/18","3회차","127°0'12.73""","36°10'22.52""","12:21","","14.0","11.9","1.1","4.9","2.678","0.029","3.6","7.3"
"3014A30","양화","2024/03/18","3회차","126°52'24.13""","36°6'27.13""","11:58","","13.1","13.5","1.9","5.2","2.583","0.029","3.0","2.8"
"3101A60","곡교천2","2024/03/19","3회차","126°56'2.2""","36°49'17.9""","11:00","","10.9","9.8","5.9","8.5","9.895","0.310","6.5","6.9"
"3013A50","논산천4","2024/03/19","3회차","127°0'38.2""","36°9'57.3""","10:40","","11.7","11.8","2.8","5.6","3.995","0.071","4.1","13.3"
"3101A30","곡교천1","2024/03/21","1회차","127°7'36.85""","36°45'8.02""","11:42","","9.6","11.2","1.2","3.7","2.847","0.047","1.9","2.6"
"3004A05","부리","2024/03/25","3회차","127°35'36.86""","36°2'56.1""","12:00","","11.7","11.4","0.9","3.6","1.528","0.008","2.1","2.3"
"3004A40","제원2","2024/03/25","3회차","127°35'21.55""","36°6'59.03""","10:10","","11.9","10.8","1.0","3.3","1.601","0.008","2.1","2.6"
"3012A20","공주1","2024/03/25","4회차","127°7'27.58""","36°27'59.19""","11:40","","13.5","11.0","2.4","5.6","3.920","0.028","4.3","7.6"
"3012A32","금강","2024/03/25","4회차","127°6'.1""","36°27'52.7""","10:40","","13.3","10.9","2.7","6.0","3.923","0.031","4.4","7.8"
"3012A42","부여","2024/03/25","4회차","126°56'39.9""","36°19'19.5""","10:30","","12.5","13.0","2.8","5.8","3.728","0.028","4.6","13.8"
"3014A10","강경","2024/03/26","3회차","127°0'23.9""","36°9'15.3""","13:00","","11.1","11.9","2.9","6.0","3.234","0.047","4.1","15.0"
"3014A50","금강갑문","2024/03/26","3회차","126°45'10.9""","36°0'52.4""","12:40","","12.1","11.4","3.0","6.7","2.299","0.029","4.7","27.2"
"3012A65","금천","2024/03/26","3회차","126°53'7.52""","36°14'53.49""","14:00","","12.4","11.1","2.9","6.9","2.865","0.083","4.5","29.7"
"3014A45","길산천2","2024/03/26","3회차","126°44'23.17""","36°2'41.9""","13:20","","11.7","9.9","3.6","8.1","2.592","0.126","5.1","49.0"
"3012A77","석성천3","2024/03/26","3회차","126°59'47.88""","36°12'13.96""","10:30","","9.5","9.8","4.7","9.4","4.632","0.185","6.7","59.0"
"3012A35","유구천","2024/03/26","3회차","127°3'4.34""","36°28'5.61""","11:00","","11.6","11.3","1.4","3.2","2.324","0.027","1.9","8.6"
"3012A53","정동","2024/03/26","3회차","126°55'23.9""","36°18'11.6""","12:50","","12.3","12.6","3.1","6.7","3.439","0.032","4.6","15.6"
"3012A25","정안천","2024/03/26","3회차","127°7'32.07""","36°28'17.16""","10:10","","9.4","11.3","4.0","6.7","3.101","0.113","4.6","62.9"
"3012A52","지천2","2024/03/26","3회차","126°54'48.92""","36°19'18.79""","12:10","","10.0","11.0","2.3","5.9","2.469","0.086","3.7","27.0"
"3101A52","천안천3","2024/03/26","3회차","127°5'23""","36°46'30""","10:55","","11.5","8.4","18.2","22.9","7.723","0.602","9.8","83.5"
"3012A30","곰나루","2024/03/26","4회차","127°6'39.64""","36°28'27.75""","09:36","","10.3","12.1","2.8","6.1","3.471","0.084","3.8","58.5"
"3012A40","공주2","2024/03/26","4회차","126°59'13.8""","36°20'31.3""","10:04","","11.6","11.3","2.9","6.0","3.666","0.046","4.0","12.3"
"3013A50","논산천4","2024/03/26","4회차","127°0'38.2""","36°9'57.3""","11:35","","12.1","9.2","3.9","7.1","4.621","0.154","4.7","13.0"
"3012A60","부여1","2024/03/26","4회차","126°53'32.8""","36°16'32.6""","10:25","","11.1","11.9","2.7","6.3","3.607","0.054","3.1","10.9"
"3012A70","부여2","2024/03/26","4회차","126°56'56.1""","36°14'39.1""","10:43","","11.3","11.7","2.8","6.1","3.490","0.063","2.4","19.9"
"3012A80","성동","2024/03/26","4회차","127°0'12.73""","36°10'22.52""","12:20","","12.1","11.5","2.6","5.9","2.487","0.047","2.3","17.6"
"3014A30","양화","2024/03/26","4회차","126°52'24.13""","36°6'27.13""","11:09","","11.0","11.8","3.3","6.7","3.353","0.093","2.7","14.2"
"3101A70","남원천","2024/03/27","3회차","126°46'35.94""","36°51'31.43""","11:00","","10.5","11.4","4.5","7.8","5.762","0.158","4.9","10.8"
"3101A60","곡교천2","2024/03/27","4회차","126°56'2.2""","36°49'17.9""","10:50","","11.7","9.2","8.0","8.8","6.141","0.169","5.8","14.4"
"3012A37","목면","2024/03/28","3회차","127°0'31.9""","36°23'3.6""","14:00","","12.0","10.8","3.5","6.7","3.685","0.056","4.4","10.7"
"3012A19","세종2","2024/03/28","3회차","127°11'46""","36°26'29.98""","12:10","","11.9","10.4","3.9","6.4","3.494","0.063","4.3","15.8"
"3009A30","유등천1","2024/03/28","3회차","127°22'20.25""","36°14'58.74""","14:50","","11.0","11.2","1.1","2.8","2.251","0.017","1.7","10.3"
"3014A10","강경","2024/04/01","1회차","127°0'23.9""","36°9'15.3""","12:30","","11.6","11.9","2.8","6.5","3.000","0.040","4.4","15.6"
"3012A20","공주1","2024/04/01","1회차","127°7'27.58""","36°27'59.19""","12:10","","10.6","11.1","1.1","5.3","2.757","0.028","3.3","10.9"
"3012A32","금강","2024/04/01","1회차","127°6'.1""","36°27'52.7""","10:30","","10.6","11.2","1.2","5.5","2.740","0.027","3.5","8.8"
"3014A50","금강갑문","2024/04/01","1회차","126°45'10.9""","36°0'52.4""","12:50","","12.1","11.8","3.2","7.2","2.790","0.027","5.5","29.0"
"3012A65","금천","2024/04/01","1회차","126°53'7.52""","36°14'53.49""","13:50","","13.4","11.4","1.9","7.2","2.389","0.058","4.6","18.0"
"3014A45","길산천2","2024/04/01","1회차","126°44'23.17""","36°2'41.9""","13:30","","12.8","10.4","2.9","8.9","2.040","0.066","4.9","74.7"
"3013A50","논산천4","2024/04/01","1회차","127°0'38.2""","36°9'57.3""","13:00","","12.0","10.6","1.4","4.2","2.429","0.038","2.6","8.8"
"3201A10","당진천1","2024/04/01","1회차","126°37'28""","36°53'48.7""","10:20","","13.6","13.2","1.3","4.8","2.549","0.019","2.3","3.6"
"3202A60","도당천","2024/04/01","1회차","126°31'8.76""","36°44'8.16""","14:20","","17.3","12.6","3.2","8.5","3.315","0.016","3.0","32.0"
"3202A30","둔당천","2024/04/01","1회차","126°25'48.66""","36°45'39.39""","13:50","","15.6","10.8","1.1","5.5","7.117","0.042","2.4","12.4"
"3012A42","부여","2024/04/01","1회차","126°56'39.9""","36°19'19.5""","11:00","","10.9","11.1","1.1","5.4","2.653","0.032","3.4","6.0"
"3012A77","석성천3","2024/04/01","1회차","126°59'47.88""","36°12'13.96""","10:30","","12.6","9.3","3.0","7.8","4.156","0.152","5.1","35.0"
"3202A80","와룡천","2024/04/01","1회차","126°32'59""","36°36'1.1""","14:50","","14.1","9.8","1.2","4.9","5.207","0.035","2.4","2.4"
"3012A35","유구천","2024/04/01","1회차","127°3'4.34""","36°28'5.61""","10:50","","11.5","11.7","0.8","3.0","2.129","0.021","1.8","2.5"
"3202A20","장검천","2024/04/01","1회차","126°23'23.64""","36°43'16.32""","13:27","","18.2","13.2","2.0","7.0","10.662","0.067","4.7","8.0"
"3012A53","정동","2024/04/01","1회차","126°55'23.9""","36°18'11.6""","12:30","","10.8","11.4","1.7","5.2","2.784","0.028","3.4","8.8"
"3012A25","정안천","2024/04/01","1회차","127°7'32.07""","36°28'17.16""","10:00","","10.8","11.2","1.0","3.4","3.460","0.036","2.0","9.1"
"3012A52","지천2","2024/04/01","1회차","126°54'48.92""","36°19'18.79""","11:50","","11.6","11.1","1.0","3.9","2.481","0.025","2.3","10.2"
"3202A50","청지천","2024/04/01","1회차","126°28'31.8""","36°46'4.08""","14:05","","20.1","13.9","2.3","7.1","7.375","0.029","4.4","10.8"
"3202A10","태안천","2024/04/01","1회차","126°19'43.38""","36°44'22.91""","11:14","","18.5","12.2","6.3","8.7","8.227","0.374","5.5","11.6"
"3013A80","강경천","2024/04/02","1회차","127°1'29.46""","36°9'44.46""","10:43","","14.8","9.4","2.6","7.9","4.778","0.205","4.3","10.6"
"3101A70","남원천","2024/04/02","1회차","126°46'35.94""","36°51'31.43""","12:30","","12.7","8.8","4.6","6.7","10.138","0.281","5.2","34.0"
"3013A20","노성천2","2024/04/02","1회차","127°5'37.04""","36°13'8.6""","13:05","","18.2","10.0","1.1","4.9","2.351","0.040","2.4","6.0"
"3013A10","논산천2","2024/04/02","1회차","127°12'9.59""","36°10'28.47""","11:10","","13.9","10.5","0.5","2.9","2.371","0.003","1.2","2.0"
"3013A30","논산천3","2024/04/02","1회차","127°4'49.8""","36°12'35.44""","12:55","","14.7","9.3","1.2","4.4","2.413","0.029","2.4","9.6"
"3009A05","두계천","2024/04/02","1회차","127°15'13.7""","36°16'51.9""","10:40","","13.5","9.7","0.5","3.4","1.477","0.006","1.5","3.4"
"3013A40","방축천","2024/04/02","1회차","127°3'12.67""","36°10'22.65""","12:40","","17.8","9.5","2.9","13.2","6.346","0.135","7.1","32.0"
"3012A75","석성천2","2024/04/02","1회차","127°1'52.89""","36°14'6.46""","13:20","","18.0","9.4","1.5","6.8","4.466","0.122","3.4","48.2"
"3013A60","수철천","2024/04/02","1회차","127°5'37.8""","36°6'3.72""","12:15","","17.0","10.4","2.5","7.3","3.093","0.240","3.9","33.6"
"3101A52","천안천3","2024/04/02","1회차","127°5'23""","36°46'30""","11:40","","18.6","8.9","7.7","11.7","13.255","0.771","8.3","12.6"
"3012A30","곰나루","2024/04/03","1회차","127°6'39.64""","36°28'27.75""","09:44","","13.5","10.5","1.7","5.2","2.846","0.049","2.7","24.7"
"3012A40","공주2","2024/04/03","1회차","126°59'13.8""","36°20'31.3""","10:13","","13.3","10.6","1.2","5.2","2.642","0.043","2.5","5.5"
"3203A10","광천천","2024/04/03","1회차","126°38'32.28""","36°30'43.56""","14:50","","15.6","9.7","21.0","19.2","15.212","0.280","9.8","17.3"
"3014A40","길산천1","2024/04/03","1회차","126°43'50.96""","36°4'28.9""","12:20","","15.1","7.9","2.3","6.2","1.690","0.038","2.9","34.4"
"3203A20","대천천","2024/04/03","1회차","126°35'55.3""","36°20'48.1""","14:20","","12.3","10.3","2.4","4.9","1.733","0.011","1.9","5.8"
"3012A37","목면","2024/04/03","1회차","127°0'31.9""","36°23'3.6""","13:30","","12.6","11.7","1.7","4.3","2.621","0.032","3.0","6.3"
"3101A20","무한천1","2024/04/03","1회차","126°47'9.54""","36°34'7.72""","10:25","","15.3","9.4","2.2","4.5","2.324","0.039","2.0","5.8"
"3012A60","부여1","2024/04/03","1회차","126°53'32.8""","36°16'32.6""","10:38","","13.0","10.8","1.2","4.9","2.463","0.038","2.4","5.4"
"3012A70","부여2","2024/04/03","1회차","126°56'56.1""","36°14'39.1""","10:57","","12.9","11.0","1.3","5.5","2.651","0.045","2.6","7.9"
"3012A80","성동","2024/04/03","1회차","127°0'12.73""","36°10'22.52""","11:56","","13.2","11.7","2.4","6.1","2.546","0.059","3.1","15.4"
"3012A19","세종2","2024/04/03","1회차","127°11'46""","36°26'29.98""","12:00","","10.8","13.3","1.7","5.2","2.340","0.029","3.0","9.3"
"3014A30","양화","2024/04/03","1회차","126°52'24.13""","36°6'27.13""","11:27","","13.4","11.8","2.7","6.6","2.857","0.056","3.6","11.2"
"3009A30","유등천1","2024/04/03","1회차","127°22'20.25""","36°14'58.74""","13:50","","13.5","11.0","0.8","3.4","2.444","0.018","1.5","4.8"
"3012A55","은산천","2024/04/03","1회차","126°52'17.5""","36°17'44.5""","11:30","","15.1","8.7","2.2","4.9","2.495","0.031","2.1","10.6"
"3012A50","지천1","2024/04/03","1회차","126°51'31.9""","36°19'33.9""","11:15","","15.1","9.5","1.4","3.9","2.193","0.004","1.7","4.2"
"3203A50","판교천","2024/04/03","1회차","126°40'43.68""","36°5'30.12""","13:30","","13.9","8.4","2.6","5.6","1.980","0.050","2.6","5.6"
"3101A60","곡교천2","2024/04/04","1회차","126°56'2.2""","36°49'17.9""","11:00","","16.4","8.0","5.9","8.7","7.828","0.295","6.1","10.4"
"3101A25","무한천2","2024/04/04","1회차","126°49'49.7""","36°43'59.2""","16:00","","16.1","12.7","5.2","8.6","3.160","0.042","5.5","16.0"
"3004A05","부리","2024/04/04","1회차","127°35'36.86""","36°2'56.1""","10:00","","12.0","10.6","0.8","3.0","1.758","0.017","2.1","2.7"
"3101A45","삼용천","2024/04/04","1회차","127°9'11.04""","36°47'52.98""","12:30","","16.7","11.6","2.2","7.3","3.923","0.131","3.8","4.0"
"1101A20","성환천","2024/04/04","1회차","127°7'26.04""","36°57'11.16""","11:30","","16.3","7.5","8.6","14.9","6.836","0.199","8.2","26.9"
"3101A55","온천천","2024/04/04","1회차","126°59'31.56""","36°47'45.24""","15:20","","17.9","6.2","5.1","8.1","4.280","0.123","5.6","7.6"
"3101A40","원성천","2024/04/04","1회차","127°9'11.88""","36°48'1.44""","12:30","","17.4","12.1","2.5","9.2","6.531","0.471","4.9","11.2"
"1101A15","입장천","2024/04/04","1회차","127°8'23.28""","36°57'50.4""","11:20","","16.5","8.9","2.8","7.8","3.869","0.076","4.7","11.2"
"3004A40","제원2","2024/04/04","1회차","127°35'21.55""","36°6'59.03""","11:00","","12.6","10.5","1.1","3.3","1.909","0.022","2.3","5.5"
"3101A35","천안천1","2024/04/04","1회차","127°8'46.27""","36°47'57.12""","13:00","","16.8","9.7","2.0","7.5","3.608","0.204","4.7","11.2"
"3101A50","천안천2","2024/04/04","1회차","127°6'48.36""","36°46'51.62""","14:30","","18.6","8.2","16.2","19.9","17.898","0.741","10.1","12.0"
"3203A30","웅천천1","2024/04/08","1회차","126°40'33.41""","36°17'27.1""","11:20","","14.0","12.2","2.0","0.5","2.351","0.014","1.0","2.6"
"3101A60","곡교천2","2024/04/08","2회차","126°56'2.2""","36°49'17.9""","11:00","","15.9","7.7","4.8","7.7","8.600","0.304","5.7","8.6"
"3012A20","공주1","2024/04/08","2회차","127°7'27.58""","36°27'59.19""","11:40","","10.4","11.2","1.2","3.8","2.133","0.021","2.7","13.8"
"3012A32","금강","2024/04/08","2회차","127°6'.1""","36°27'52.7""","10:20","","10.9","11.2","1.1","4.1","2.364","0.025","3.2","14.7"
"3012A42","부여","2024/04/08","2회차","126°56'39.9""","36°19'19.5""","10:50","","11.0","11.3","0.8","3.7","2.158","0.023","2.7","7.8"
"3012A30","곰나루","2024/04/09","2회차","127°6'39.64""","36°28'27.75""","09:31","","12.3","11.4","1.0","4.1","2.133","0.017","2.5","10.4"
"3012A40","공주2","2024/04/09","2회차","126°59'13.8""","36°20'31.3""","09:59","","11.7","11.0","1.1","4.2","2.007","0.019","2.5","8.8"
"3013A50","논산천4","2024/04/09","2회차","127°0'38.2""","36°9'57.3""","11:00","","15.4","13.1","2.9","5.2","2.707","0.082","3.7","14.0"
"3012A60","부여1","2024/04/09","2회차","126°53'32.8""","36°16'32.6""","10:20","","12.9","11.0","1.2","4.5","2.174","0.014","2.5","7.2"
"3012A70","부여2","2024/04/09","2회차","126°56'56.1""","36°14'39.1""","10:40","","15.1","11.5","1.4","4.6","2.015","0.009","2.5","6.0"
"3012A80","성동","2024/04/09","2회차","127°0'12.73""","36°10'22.52""","11:57","","16.4","11.5","1.6","4.8","2.052","0.008","2.7","6.3"
"3014A30","양화","2024/04/09","2회차","126°52'24.13""","36°6'27.13""","11:07","","15.5","12.8","3.4","6.1","2.281","0.060","3.3","9.8"
"3004A30","봉황천","2024/04/11","1회차","127°33'6.39""","36°6'38.12""","11:27","","17.3","10.5","1.1","3.6","2.287","0.051","1.8","15.6"
"3101A05","삽교천1","2024/04/11","1회차","126°43'52.1""","36°41'12.2""","11:20","","17.3","10.6","2.8","6.8","4.212","0.130","3.9","22.4"
"3101A10","삽교천2","2024/04/11","1회차","126°45'17.57""","36°44'9.85""","11:38","","18.5","9.6","2.6","6.3","3.701","0.122","3.4","26.0"
"3101A15","삽교천3","2024/04/11","1회차","126°48'53.6""","36°46'26.7""","11:54","","18.9","14.2","5.3","9.3","3.922","0.120","4.3","16.9"
"3004A20","제원1","2024/04/11","1회차","127°34'.88""","36°6'39.83""","11:20","","16.2","9.9","0.9","3.3","1.538","0.031","1.8","1.7"
"3101A70","남원천","2024/04/15","2회차","126°46'35.94""","36°51'31.43""","13:10","","15.9","8.2","8.7","17.5","6.375","0.443","10.5","223.0"
"3004A05","부리","2024/04/15","2회차","127°35'36.86""","36°2'56.1""","11:10","","16.9","9.2","0.6","3.2","1.284","0.008","2.3","1.9"
"3004A40","제원2","2024/04/15","2회차","127°35'21.55""","36°6'59.03""","10:00","","17.7","8.8","0.8","3.3","1.189","0.010","2.1","2.9"
"3012A20","공주1","2024/04/15","3회차","127°7'27.58""","36°27'59.19""","11:40","","18.5","11.1","4.3","6.8","2.827","0.052","5.9","14.5"
"3012A32","금강","2024/04/15","3회차","127°6'.1""","36°27'52.7""","10:20","","18.4","10.9","2.9","6.9","2.659","0.049","4.8","12.1"
"3012A42","부여","2024/04/15","3회차","126°56'39.9""","36°19'19.5""","10:30","","18.2","14.3","2.9","6.7","2.845","0.039","4.8","8.6"
"3014A10","강경","2024/04/16","2회차","127°0'23.9""","36°9'15.3""","13:30","","15.6","13.4","3.2","5.3","2.061","0.037","4.0","19.2"
"3014A50","금강갑문","2024/04/16","2회차","126°45'10.9""","36°0'52.4""","12:40","","16.4","11.1","3.3","6.3","2.135","0.030","4.2","17.8"
"3012A65","금천","2024/04/16","2회차","126°53'7.52""","36°14'53.49""","13:50","","18.3","8.8","4.5","7.9","1.974","0.081","5.2","34.7"
"3014A45","길산천2","2024/04/16","2회차","126°44'23.17""","36°2'41.9""","13:20","","18.6","7.0","3.4","8.0","1.825","0.079","5.0","56.0"
"3012A77","석성천3","2024/04/16","2회차","126°59'47.88""","36°12'13.96""","10:30","","15.8","6.7","4.8","9.4","3.564","0.161","6.3","41.6"
"3012A35","유구천","2024/04/16","2회차","127°3'4.34""","36°28'5.61""","10:50","","17.5","9.5","1.3","4.0","1.727","0.035","1.9","6.4"
"3012A53","정동","2024/04/16","2회차","126°55'23.9""","36°18'11.6""","12:30","","18.2","12.0","3.3","7.0","2.522","0.025","5.4","12.7"
"3012A25","정안천","2024/04/16","2회차","127°7'32.07""","36°28'17.16""","10:00","","16.0","9.3","2.7","4.3","2.631","0.051","3.0","31.8"
"3012A52","지천2","2024/04/16","2회차","126°54'48.92""","36°19'18.79""","11:45","","17.4","8.9","1.3","4.8","2.060","0.029","2.3","17.1"
"3101A52","천안천3","2024/04/16","2회차","127°5'23""","36°46'30""","12:30","","21.2","6.7","7.3","10.2","9.969","0.409","8.0","9.1"
"3101A60","곡교천2","2024/04/16","3회차","126°56'2.2""","36°49'17.9""","10:40","","17.0","6.2","6.7","10.3","5.315","0.279","8.8","23.5"
"3013A50","논산천4","2024/04/16","3회차","127°0'38.2""","36°9'57.3""","12:30","","17.3","9.7","3.0","5.0","2.287","0.053","3.3","16.6"
"3012A37","목면","2024/04/17","2회차","127°0'31.9""","36°23'3.6""","13:30","","17.8","12.2","3.2","7.2","2.991","0.036","4.9","15.0"
"3012A19","세종2","2024/04/17","2회차","127°11'46""","36°26'29.98""","11:50","","17.5","10.2","4.1","6.8","2.949","0.058","5.1","11.4"
"3009A30","유등천1","2024/04/17","2회차","127°22'20.25""","36°14'58.74""","14:00","","16.6","11.6","0.4","2.3","1.653","0.014","1.5","3.0"
"3012A30","곰나루","2024/04/17","3회차","127°6'39.64""","36°28'27.75""","09:40","","17.0","10.3","3.8","5.3","3.410","0.092","3.9","14.3"
"3012A40","공주2","2024/04/17","3회차","126°59'13.8""","36°20'31.3""","10:10","","17.5","10.9","4.0","6.7","3.088","0.090","3.7","14.0"
"3012A60","부여1","2024/04/17","3회차","126°53'32.8""","36°16'32.6""","10:30","","18.4","11.2","3.2","6.4","2.846","0.073","3.5","9.9"
"3012A70","부여2","2024/04/17","3회차","126°56'56.1""","36°14'39.1""","10:50","","18.8","11.5","2.6","6.1","2.533","0.067","3.0","7.4"
"3012A80","성동","2024/04/17","3회차","127°0'12.73""","36°10'22.52""","12:20","","17.6","11.6","2.8","5.6","2.122","0.067","2.9","10.0"
"3014A30","양화","2024/04/17","3회차","126°52'24.13""","36°6'27.13""","11:25","","18.2","11.7","2.3","5.5","2.120","0.045","2.8","6.1"
"3201A20","당진천2","2024/04/18","1회차","126°37'45.6""","36°56'29.4""","12:15","","18.2","8.9","2.6","7.0","5.204","0.214","3.4","13.2"
"3101A30","곡교천1","2024/04/19","1회차","127°7'36.85""","36°45'8.02""","11:28","","19.6","8.7","1.5","4.7","2.897","0.118","2.4","3.5"
"3101A70","남원천","2024/04/22","3회차","126°46'35.94""","36°51'31.43""","10:50","","16.7","8.4","5.1","9.0","4.945","0.291","5.4","20.3"
"3004A05","부리","2024/04/22","3회차","127°35'36.86""","36°2'56.1""","11:20","","15.5","11.1","0.8","3.3","1.571","0.032","2.1","2.2"
"3004A40","제원2","2024/04/22","3회차","127°35'21.55""","36°6'59.03""","10:00","","16.0","9.8","0.9","3.4","1.539","0.037","2.1","2.8"
"3012A20","공주1","2024/04/22","4회차","127°7'27.58""","36°27'59.19""","11:20","","17.4","10.8","3.4","6.5","3.263","0.050","5.0","10.6"
"3012A32","금강","2024/04/22","4회차","127°6'.1""","36°27'52.7""","10:20","","17.0","10.5","3.1","6.8","3.273","0.071","4.9","12.5"
"3012A42","부여","2024/04/22","4회차","126°56'39.9""","36°19'19.5""","10:30","","18.2","11.0","3.8","7.1","2.530","0.047","5.2","13.9"
"3203A40","웅천천2","2024/04/23","1회차","126°35'46.6""","36°13'29.3""","10:46","","18.4","9.8","0.9","3.9","1.274","0.032","2.0","5.2"
"3014A10","강경","2024/04/23","3회차","127°0'23.9""","36°9'15.3""","12:50","","17.6","9.1","2.7","5.4","2.609","0.043","4.0","7.3"
"3014A50","금강갑문","2024/04/23","3회차","126°45'10.9""","36°0'52.4""","12:50","","18.0","10.6","2.6","5.0","1.927","0.030","3.8","9.8"
"3012A65","금천","2024/04/23","3회차","126°53'7.52""","36°14'53.49""","14:00","","19.5","9.8","3.4","6.3","2.094","0.059","4.3","19.6"
"3014A45","길산천2","2024/04/23","3회차","126°44'23.17""","36°2'41.9""","13:30","","18.4","8.3","3.5","6.9","1.634","0.056","4.0","12.2"
"3012A77","석성천3","2024/04/23","3회차","126°59'47.88""","36°12'13.96""","10:40","","18.3","9.0","2.9","7.6","3.188","0.129","4.2","35.3"
"3012A35","유구천","2024/04/23","3회차","127°3'4.34""","36°28'5.61""","10:40","","17.8","9.9","1.3","3.1","1.755","0.022","1.8","5.4"
"3012A53","정동","2024/04/23","3회차","126°55'23.9""","36°18'11.6""","13:00","","18.1","12.0","4.2","7.0","2.726","0.047","5.3","16.4"
"3012A25","정안천","2024/04/23","3회차","127°7'32.07""","36°28'17.16""","10:00","","16.6","9.6","1.6","3.6","2.689","0.058","2.2","38.0"
"3012A52","지천2","2024/04/23","3회차","126°54'48.92""","36°19'18.79""","11:50","","17.4","8.5","1.3","6.9","2.327","0.157","3.9","168.0"
"3101A52","천안천3","2024/04/23","3회차","127°5'23""","36°46'30""","12:30","","22.5","7.8","9.9","10.3","10.442","0.350","7.0","10.2"
"3101A60","곡교천2","2024/04/23","4회차","126°56'2.2""","36°49'17.9""","10:50","","18.9","6.9","4.3","8.7","7.185","0.386","5.4","11.6"
"3012A30","곰나루","2024/04/23","4회차","127°6'39.64""","36°28'27.75""","09:45","","18.2","10.9","3.8","7.4","3.303","0.091","3.9","20.8"
"3012A40","공주2","2024/04/23","4회차","126°59'13.8""","36°20'31.3""","10:13","","18.5","11.1","3.3","7.6","2.910","0.060","3.8","14.9"
"3013A50","논산천4","2024/04/23","4회차","127°0'38.2""","36°9'57.3""","11:50","","17.7","9.1","3.3","6.0","2.683","0.051","4.2","9.5"
"3012A60","부여1","2024/04/23","4회차","126°53'32.8""","36°16'32.6""","10:35","","18.6","10.8","3.3","7.4","2.524","0.064","3.7","12.7"
"3012A70","부여2","2024/04/23","4회차","126°56'56.1""","36°14'39.1""","10:54","","19.7","11.6","3.3","8.0","2.683","0.065","3.7","12.7"
"3012A80","성동","2024/04/23","4회차","127°0'12.73""","36°10'22.52""","12:55","","20.4","9.6","2.9","6.4","1.918","0.047","3.4","8.4"
"3014A30","양화","2024/04/23","4회차","126°52'24.13""","36°6'27.13""","11:21","","18.9","11.1","2.4","6.5","2.444","0.060","3.0","7.7"
"3012A37","목면","2024/04/25","3회차","127°0'31.9""","36°23'3.6""","14:00","","18.6","15.1","4.2","8.8","2.814","0.054","5.5","15.8"
"3012A19","세종2","2024/04/25","3회차","127°11'46""","36°26'29.98""","12:10","","18.0","11.9","3.9","6.8","3.297","0.058","5.0","10.2"
"3009A30","유등천1","2024/04/25","3회차","127°22'20.25""","36°14'58.74""","13:40","","20.1","11.6","1.3","3.3","1.688","0.018","1.5","3.5"
"3014A10","강경","2024/04/29","4회차","127°0'23.9""","36°9'15.3""","12:40","","18.8","9.3","3.9","6.7","3.219","0.035","4.6","22.5"
"3014A50","금강갑문","2024/04/29","4회차","126°45'10.9""","36°0'52.4""","13:00","","18.5","12.4","3.3","7.1","2.542","0.051","4.8","11.7"
"3012A65","금천","2024/04/29","4회차","126°53'7.52""","36°14'53.49""","14:00","","19.5","9.8","5.4","9.0","2.381","0.036","6.3","32.3"
"3014A45","길산천2","2024/04/29","4회차","126°44'23.17""","36°2'41.9""","14:00","","19.5","11.1","4.3","7.0","1.664","0.036","5.0","16.3"
"3012A37","목면","2024/04/29","4회차","127°0'31.9""","36°23'3.6""","14:20","","20.3","12.8","5.3","8.5","3.420","0.038","7.1","17.6"
"3012A77","석성천3","2024/04/29","4회차","126°59'47.88""","36°12'13.96""","10:20","","20.4","7.4","5.9","9.5","4.579","0.103","7.2","64.0"
"3012A19","세종2","2024/04/29","4회차","127°11'46""","36°26'29.98""","13:10","","20.8","11.5","4.7","9.4","3.623","0.038","6.3","21.5"
"3012A35","유구천","2024/04/29","4회차","127°3'4.34""","36°28'5.61""","10:50","","19.3","8.9","1.6","3.1","1.875","0.021","2.1","6.4"
"3012A53","정동","2024/04/29","4회차","126°55'23.9""","36°18'11.6""","12:30","","20.4","13.9","4.1","8.7","3.371","0.034","5.6","16.4"
"3012A25","정안천","2024/04/29","4회차","127°7'32.07""","36°28'17.16""","10:10","","18.9","8.2","2.4","4.1","2.565","0.028","2.7","30.8"
"3012A52","지천2","2024/04/29","4회차","126°54'48.92""","36°19'18.79""","11:50","","19.1","8.1","2.8","5.2","2.274","0.037","3.3","64.4"
"3101A52","천안천3","2024/04/29","4회차","127°5'23""","36°46'30""","12:20","","20.6","7.9","6.9","11.8","10.156","0.422","8.2","10.6"
"3101A60","곡교천2","2024/04/29","5회차","126°56'2.2""","36°49'17.9""","10:40","","20.7","7.1","5.5","9.2","7.584","0.182","6.4","14.0"
"3012A20","공주1","2024/04/29","5회차","127°7'27.58""","36°27'59.19""","11:20","","20.7","13.4","4.9","8.7","3.083","0.040","7.1","19.0"
"3012A32","금강","2024/04/29","5회차","127°6'.1""","36°27'52.7""","10:30","","20.7","12.3","4.6","9.0","3.168","0.066","6.3","17.2"
